trade_id,system_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,gross_pips,spread_at_entry,net_pips,pnl_usd,spread_cost_usd,signal_candle_datetime,signal_candle_body_pips,signal_candle_range_pips,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,position_units,hour_utc,day_of_week,session_range_at_entry,compression_range_pips,three_candle_total_pips,equity_after,drawdown_usd,drawdown_pct
1,1,2023-06-21 00:01:00+00:00,2023-06-21 00:02:00+00:00,short,141.377,141.417,141.417,141.347,SL hit,-3.999999999999204,1.6999999999995907,-5.699999999998795,-40.31773202146597,12.024586743243884,2023-06-21 00:00:00+00:00,4.200000000000159,4.399999999998272,0.0,5.49999999999784,,1.0,100000,0,Wednesday,,,,99959.68226797854,0.0,0.0
2,1,2023-06-21 00:14:00+00:00,2023-06-21 00:25:00+00:00,short,141.471,141.511,141.511,141.441,SL hit,-3.999999999999204,1.700000000002433,-5.700000000001637,-40.290943020135835,12.01659704110689,2023-06-21 00:13:00+00:00,4.000000000002046,5.400000000000205,2.7999999999991587,4.099999999999682,5.0,11.0,100000,0,Wednesday,,,,99919.3913249584,40.29094302013982,0.04030719396658864
3,1,2023-06-21 00:39:00+00:00,2023-06-21 00:41:00+00:00,short,141.596,141.566,141.636,141.566,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.474815672759439,12.712223509139157,2023-06-21 00:38:00+00:00,3.8000000000010914,4.399999999998272,3.3999999999991815,0.0,2.0,2.0,100000,0,Wednesday,,,,99927.86614063116,31.816127347381553,0.03182896006220465
4,1,2023-06-21 00:54:00+00:00,2023-06-21 00:55:00+00:00,short,141.634,141.60399999999998,141.67399999999998,141.60399999999998,TP hit,3.0000000000001137,1.4999999999986358,1.500000000001478,10.590677379735643,10.590677379715574,2023-06-21 00:53:00+00:00,3.900000000001569,4.200000000000159,4.199999999997317,0.0,1.0,1.0,100000,0,Wednesday,,,,99938.45681801089,21.225449967649183,0.02123401103931742
5,1,2023-06-21 01:00:00+00:00,2023-06-21 01:01:00+00:00,short,141.698,141.668,141.738,141.668,TP hit,3.0000000000001137,1.4999999999986358,1.500000000001478,10.585893943467642,10.585893943447582,2023-06-21 00:59:00+00:00,5.60000000000116,6.000000000000227,3.2000000000010687,0.0,1.0,1.0,100000,1,Wednesday,,,,99949.04271195436,10.63955602417991,0.010643847382044175
6,1,2023-06-21 01:31:00+00:00,2023-06-21 01:32:00+00:00,long,141.628,141.588,141.588,141.658,SL hit,-3.999999999999204,1.6000000000019554,-5.60000000000116,-39.54020391448838,11.29720111843672,2023-06-21 01:30:00+00:00,3.499999999999659,3.499999999999659,2.600000000001046,5.19999999999925,1.0,1.0,100000,1,Wednesday,,,,99909.50250803988,50.179759938662755,0.05019999943991171
7,1,2023-06-21 01:37:00+00:00,2023-06-21 01:38:00+00:00,long,141.588,141.548,141.548,141.618,SL hit,-3.999999999999204,1.8000000000000682,-5.799999999999272,-40.96392349633636,12.712941774727154,2023-06-21 01:36:00+00:00,3.299999999998704,3.3999999999991815,0.0,6.19999999999834,,1.0,100000,1,Wednesday,,,,99868.53858454354,91.14368343500246,0.0911804453226036
8,1,2023-06-21 04:10:00+00:00,2023-06-21 04:13:00+00:00,short,141.696,141.736,141.736,141.666,SL hit,-3.999999999999204,1.700000000002433,-5.700000000001637,-40.22696476965925,11.997515808508588,2023-06-21 04:09:00+00:00,3.999999999999204,4.400000000001114,0.8000000000009777,3.999999999999204,1.0,3.0,100000,4,Wednesday,,,,99828.31161977387,131.37064820466912,0.13142363523373551
9,1,2023-06-21 05:03:00+00:00,2023-06-21 05:07:00+00:00,short,141.812,141.852,141.852,141.782,SL hit,-3.999999999999204,1.5999999999991132,-5.599999999998317,-39.48890079822806,11.282543085205152,2023-06-21 05:02:00+00:00,3.100000000000591,3.700000000000614,2.400000000000091,4.599999999999227,3.0,4.0,100000,5,Wednesday,,,,99788.82271897564,170.85954900289653,0.1709284634827519
10,1,2023-06-21 05:12:00+00:00,2023-06-21 05:14:00+00:00,long,141.774,141.804,141.734,141.804,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.464175377714147,12.69626306657122,2023-06-21 05:11:00+00:00,4.599999999999227,4.800000000000182,3.100000000000591,0.0,2.0,2.0,100000,5,Wednesday,,,,99797.28689435337,162.3953736251715,0.16246087416505708
11,1,2023-06-22 00:01:00+00:00,2023-06-22 00:02:00+00:00,short,141.715,141.755,141.755,141.685,SL hit,-3.999999999999204,1.8000000000000682,-5.799999999999272,-40.927213068477386,12.701548883322642,2023-06-22 00:00:00+00:00,3.0000000000001137,5.500000000000682,1.300000000000523,4.099999999999682,1.0,1.0,100000,0,Thursday,,,,99756.35968128488,203.32258669365547,0.20340459481311157
12,1,2023-06-22 00:11:00+00:00,2023-06-22 00:12:00+00:00,short,141.724,141.76399999999998,141.76399999999998,141.694,SL hit,-3.999999999999204,1.700000000002433,-5.700000000001637,-40.21901724479719,11.995145494076043,2023-06-22 00:10:00+00:00,4.200000000000159,4.200000000000159,0.0,4.300000000000637,,1.0,100000,0,Thursday,,,,99716.14066404008,243.54160393845814,0.2436398339938253
13,1,2023-06-22 01:04:00+00:00,2023-06-22 01:19:00+00:00,long,141.83,141.808,141.79000000000002,141.86,Time stop,-2.200000000001978,1.8000000000000682,-4.000000000002046,-28.20277797364483,12.691250088134161,2023-06-22 01:03:00+00:00,3.3999999999991815,4.400000000001114,1.2000000000000455,3.0000000000001137,6.0,15.0,100000,1,Thursday,,,,99687.93788606644,271.7443819120963,0.27185398727417515
14,1,2023-06-22 02:15:00+00:00,2023-06-22 02:16:00+00:00,long,141.64,141.67,141.6,141.67,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.178198249085874,12.002259248796886,2023-06-22 02:14:00+00:00,3.6000000000001364,3.8999999999987267,7.400000000001228,0.0,1.0,1.0,100000,2,Thursday,,,,99697.11608431552,262.566183663017,0.2626720870911856
